CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,SNP,2020 Disaster %,2021 Disaster %,2023 Part C Summary,2023 Part D Summary,2023 Overall
H7917 ,Local CCP ,"BLUECROSS BLUESHIELD OF TENNESSEE, INC. ",BlueCross BlueShield of Tennessee ,BlueCross BlueShield of Tennessee ,No ,100,0,5,5,5
H7925 ,Local CCP ,"CENTENE VENTURE COMPANY INDIANA, INC. ",Ascension Complete ,Centene Corporation ,Yes ,0,0,Not enough data available ,3,Not enough data available
H7993 ,Local CCP ,"DEVOTED HEALTH PLAN OF TEXAS, INC. ",Devoted Health ,"Devoted Health, Inc. ",Yes ,100,100,4,4.5,4.5
H8003 ,Local CCP ,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA ,Blue Cross Blue Shield of South Carolina ,BlueCross BlueShield of South Carolina (BCBSSC) ,No ,100,0,3,3,3
H8010 ,Local CCP ,"CLOVER HMO OF NEW JERSEY, INC. ",Clover Health ,"Clover Health Holdings, Inc. ",No ,100,80,3.5,3.5,3.5
H8014 ,Local CCP ,CLEAR SPRING HEALTH INSURANCE COMPANY ,Clear Spring Health ,Group 1001 ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8019 ,Local CCP ,SSM HEALTH PLAN ,WellFirst Health ,Medica Holding Company ,No ,0,0,Not enough data available ,4,Not enough data available
H8026 ,Demo ,AETNA BETTER HEALTH OF MICHIGAN INC. ,Aetna Better Health Premier Plan ,CVS Health Corporation ,No ,100,0,Not Applicable ,Not enough data available ,Not enough data available
H8046 ,Demo ,"MOLINA HEALTHCARE OF ILLINOIS, INC. ",Molina Healthcare of Illinois ,"Molina Healthcare, Inc., ",No ,100,0,Not Applicable ,Not enough data available ,Not enough data available
H8064 ,Local CCP ,FIRSTCAROLINACARE INSURANCE COMPANY ,FirstMedicare Direct ,The Carle Foundation ,No ,100,0,Not enough data available ,3,Not enough data available
H8067 ,Local CCP ,"PROVIDER PARTNERS HEALTH PLAN, INC. ",Provider Partners Health Plans ,"Rifkin Managed Care Holding, LLC ",Yes ,100,0,Not enough data available ,4,Not enough data available
H8070 ,Local CCP ,UCARE MINNESOTA ,UCare ,UCare Minnesota ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8087 ,Local CCP ,HUMANADENTAL INSURANCE COMPANY ,Humana ,Humana Inc. ,Yes ,100,0,3.5,3.5,3.5
H8093 ,Local CCP ,"GEORGIA ASSURANCE, INC. ",Georgia Health Advantage ,Mitchell Family Office ,Yes ,100,0,4,5,4.5
H8095 ,Local CCP ,"WELLMARK ADVANTAGE HEALTH PLAN, INC. ",Wellmark Advantage Health Plan ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8121 ,Local CCP ,CENTENE VENTURE COMPANY TENNESSEE ,Ascension Complete ,Centene Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8130 ,Local CCP ,"MOLINA HEALTHCARE OF FLORIDA, INC. ",Molina Healthcare of Florida ,"Molina Healthcare, Inc., ",Yes ,100,0,3,2.5,2.5
H8133 ,Local CCP ,GHS INSURANCE COMPANY ,Blue Cross and Blue Shield of Texas ,Health Care Service Corporation ,No ,100,97,3.5,3.5,3.5
H8142 ,Local CCP ,SCOTT AND WHITE HEALTH PLAN ,Baylor Scott & White Health Plan ,Baylor Scott & White Holdings ,No ,100,95,5,4.5,5
H8145 ,PFFS ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,100,8,4.5,3.5,4
H8166 ,Local CCP ,"HIGHMARK BCBSD, INC. ",Highmark Inc. ,Highmark Health ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8173 ,Local CCP ,"DEVOTED HEALTH PLAN OF ARIZONA, INC. ",Devoted Health ,"Devoted Health, Inc. ",Yes ,0,0,4,4,4
H8176 ,Local CCP ,"MOLINA HEALTHCARE OF SOUTH CAROLINA,INC ",Molina Healthcare of South Carolina ,"Molina Healthcare, Inc., ",Yes ,100,0,3.5,3,3.5
H8181 ,Local CCP ,"SAPPHIRE EDGE, INC. ",Blue Cross and Blue Shield of Nebraska ,Blue Cross Blue Shield of Nebraska ,No ,100,0,4,4.5,4
H8189 ,Local CCP ,MANAGED HEALTH SERVICES INSURANCE CORP. ,Wellcare by Allwell ,Centene Corporation ,Yes ,100,0,3.5,3,3.5
H8197 ,Demo ,"MOLINA HEALTHCARE OF TEXAS, INC. ",Molina Healthcare of Texas ,"Molina Healthcare, Inc., ",No ,100,83,Not Applicable ,Not enough data available ,Not enough data available
H8211 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,100,0,4,3.5,4
H8213 ,Demo ,"SELECT HEALTH OF SOUTH CAROLINA, INC. ",FIRST CHOICE VIP CARE PLUS ,"Independence Health Group, Inc. ",No ,100,0,Not Applicable ,Not enough data available ,Not enough data available
H8225 ,Local CCP ,CENTENE VENTURE COMPANY FLORIDA ,Ascension Complete ,Centene Corporation ,Yes ,100,0,3,3,3
H8229 ,Local CCP ,"ESSENCE HEALTHCARE OF GEORGIA, INC. ",Essence Healthcare ,Essence Group Holdings Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8244 ,Local CCP ,"ALIGNMENT HEALTH PLAN OF NEVADA, INC. ",Alignment Health Plan ,"Alignment Healthcare USA, LLC ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8293 ,Local CCP ,"CLEAR SPRING HEALTH (VA), INC. ",Clear Spring Health ,Group 1001 ,No ,100,0,Not enough data available ,3,Not enough data available
H8298 ,Local CCP ,"HORIZON HEALTHCARE OF NEW JERSEY, INC. ",Horizon Blue Cross Blue Shield of New Jersey ,"Horizon Healthcare Services, Inc. ",Yes ,100,63,3.5,4.5,4
H8330 ,Local CCP ,TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION ,Tufts Health Plan ,"Point32Health, Inc. ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8332 ,Local CCP ,"AETNA BETTER HEALTH OF KANSAS, INC. ",Aetna Medicare ,CVS Health Corporation ,No ,0,100,3.5,3,3.5
H8343 ,Local CCP ,AMERIGROUP INSURANCE COMPANY ,Amerigroup Insurance Company ,"Elevance Health, Inc. ",No ,0,100,Not enough data available ,2.5,Not enough data available
H8379 ,Local CCP ,"PRIORITY HEALTH CHOICE, INC. ",Priority Health Medicare ,BHSH ,Yes ,100,0,4.5,4,4
H8384 ,Local CCP ,HONEST HMO OF MICHIGAN LLC ,Honest Health Plan ,Honest Medical Group LLC ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8385 ,Local CCP ,SANFORD HEALTH PLAN ,Sanford Health Plan ,Sanford Health ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8390 ,Local CCP ,CARESOURCE GEORGIA CO. ,CareSource ,CareSource ,Yes ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H8432 ,Local CCP ,"EMPIRE HEALTHCHOICE HMO, INC. ",Empire BlueCross BlueShield ,"Elevance Health, Inc. ",Yes ,100,91,3.5,3,3.5
H8452 ,Demo ,"CARESOURCE OHIO, INC. ",CareSource MyCare Ohio ,CareSource ,No ,100,0,Not Applicable ,Not enough data available ,Not enough data available
H8457 ,Local CCP ,"LONGEVITY HEALTH PLAN OF NEW YORK, INC. ",Longevity Health Plan ,"Longevity Health Founders, LLC ",Yes ,100,84,Not enough data available ,3,Not enough data available
H8458 ,Local CCP ,"SILVERSUMMIT HEALTHPLAN, INC. ",Wellcare by Allwell ,Centene Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8492 ,Local CCP ,DIGNITY CARE CORPORATION ,Dignity Health Plan ,CommCare Corporation ,Yes ,0,22,Not enough data available ,Not enough data available ,Not enough data available
H8547 ,Local CCP ,ILLINOIS BLUE CROSS BLUE SHIELD INSURANCE COMPANY ,Blue Cross and Blue Shield of Illinois ,Health Care Service Corporation ,No ,0,0,Not enough data available ,3.5,Not enough data available
H8552 ,Local CCP ,ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY ,Anthem Blue Cross Life and Health Insurance Co. ,"Elevance Health, Inc. ",Yes ,100,0,3,2.5,3
H8553 ,Local CCP ,"WELLCARE HEALTH INSURANCE OF THE SOUTHWEST, INC. ",Wellcare ,Centene Corporation ,No ,0,0,Not enough data available ,2,Not enough data available
H8554 ,Local CCP ,GHS INSURANCE COMPANY ,"Blue Cross and Blue Shield of OK, TX ",Health Care Service Corporation ,Yes ,100,93,Not enough data available ,3.5,Not enough data available
H8578 ,Local CCP ,"HEALTH NEW ENGLAND, INC. ",Health New England Medicare Advantage Plans ,"Baystate Health, Inc. ",No ,100,0,3.5,4,4
H8597 ,Local CCP ,AETNA BETTER HEALTH OF TEXAS INC. ,Aetna Medicare ,CVS Health Corporation ,Yes ,100,90,3.5,3.5,4
H8604 ,Local CCP ,THP INSURANCE COMPANY ,The Health Plan ,"The Health Plan of West Virginia, Inc. ",No ,100,0,4.5,4,4.5
H8634 ,Local CCP ,HEALTH CARE SERVICE CORPORATION ,"Blue Cross and Blue Shield of IL, NM ",Health Care Service Corporation ,Yes ,100,1,4,3.5,3.5
H8649 ,Local CCP ,AETNA HEALTH OF UTAH INC ,Aetna Medicare ,CVS Health Corporation ,Yes ,100,0,3.5,3,3
H8711 ,Local CCP ,WELLCARE HEALTH INSURANCE COMPANY OF NEW JERSEY ,Wellcare ,Centene Corporation ,No ,0,68,2.5,2,2.5
H8748 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,100,0,3.5,3,3.5
H8764 ,Local CCP ,ASPIRE HEALTH PLAN ,Aspire Health ,Montage Health ,No ,100,0,3.5,3.5,3.5
H8768 ,Local CCP ,UNITEDHEALTHCARE INSURANCE CO. OF THE RIVER VALLEY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,100,11,4,3.5,4
H8783 ,Local CCP ,"UCARE HEALTH, INC. ",UCare ,UCare Minnesota ,No ,100,0,4.5,4,4
H8786 ,Demo ,"AMERIGROUP TEXAS, INC. ",Amerigroup STAR+PLUS MMP ,"Elevance Health, Inc. ",No ,100,83,Not Applicable ,Not enough data available ,Not enough data available
H8797 ,Local CCP ,"PERENNIAL ADVANTAGE OF OHIO, INC. ",Perennial Advantage ,"Perennial Consortium, LLC ",Yes ,0,0,Not enough data available ,5,Not enough data available
H8845 ,Local CCP ,"MOLINA HEALTHCARE OF ARIZONA, INC. ",Molina Healthcare of Arizona ,"Molina Healthcare, Inc., ",Yes ,100,0,Not enough data available ,Not enough data available ,Not enough data available
H8849 ,Local CCP ,AMERIGROUP INSURANCE COMPANY ,Amerigroup ,"Elevance Health, Inc. ",Yes ,0,86,3,3,3
H8854 ,Local CCP ,"CareFirst Advantage DSNP, Inc. ",CareFirst BlueCross BlueShield Medicare Advantage ,"CareFirst, Inc. ",Yes ,100,0,3,2.5,3
H8889 ,Local CCP ,MEDICA HEALTH PLANS ,Medica ,Medica Holding Company ,No ,100,0,5,4.5,4.5
H8894 ,Local CCP ,Inland Empire Health Plan ,IEHP DualChoice ,INLAND EMPIRE HEALTH PLAN ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8902 ,Local CCP ,"SCAN HEALTH PLAN TEXAS, INC. ",SCAN Health Plan ,SCAN Group ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8908 ,Local CCP ,"HUMANA MEDICAL PLAN OF MICHIGAN, INC. ",Humana ,Humana Inc. ,Yes ,100,0,3.5,2.5,3.5
H8928 ,Local CCP ,FALLON COMMUNITY HEALTH PLAN ,Fallon Health ,"Fallon Community Health Plan, Inc. ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H8961 ,Local CCP ,"OSCAR MANAGED CARE OF SOUTH FLORIDA, INC ",Oscar ,"Oscar Health, Inc. ",No ,0,0,Not enough data available ,2.5,Not enough data available
H8967 ,Local CCP ,"GOOD SAMARITAN INSURANCE PLAN OF NORTH DAKOTA, LLC ",Great Plains Medicare Advantage ,Sanford Health ,Yes ,100,0,Not enough data available ,3.5,Not enough data available
H8998 ,Local CCP ,MOUNT CARMEL HEALTH PLAN OF CONNECTICUT INC ,Trinity Health Plan Of New England ,Trinity Health Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9001 ,Local CCP ,FALLON COMMUNITY HEALTH PLAN ,Fallon Health ,"Fallon Community Health Plan, Inc. ",No ,100,0,5,4,4.5
H9003 ,Local CCP ,KAISER FOUNDATION HP OF THE N W ,Kaiser Permanente ,"Kaiser Foundation Health Plan, Inc. ",No ,100,0,4,5,4
H9042 ,Local CCP ,"SOUTHEASTERN INDIANA HEALTH ORGANIZATION, INC. ",MyTruAdvantage ,"SIHO Holding, Inc. ",No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H9047 ,Local CCP ,PROVIDENCE HEALTH ASSURANCE ,Providence Medicare Advantage Plans ,Providence Health & Services ,Yes ,100,0,4,3.5,4
H9065 ,Local CCP ,"AMH HEALTH, LLC ",AMH Health ,"Elevance Health, Inc. ",Yes ,100,0,3.5,3.5,3.5
H9066 ,Local CCP ,VISITING NURSE ASSOCIATION OF CENTRAL NEW YORK ,Nascentia Health Plus ,VISITING NURSE ASSOCIATION OF CENTRAL NEW YORK ,Yes ,100,0,Not enough data available ,Not enough data available ,Not enough data available
H9070 ,Local CCP ,COMPBENEFITS INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,100,0,3.5,3,3
H9082 ,Local CCP ,"MOLINA HEALTHCARE OF NEW MEXICO, INC. ","Molina Healthcare of New Mexico, Inc. ","Molina Healthcare, Inc., ",No ,100,0,2.5,2.5,2.5
H9096 ,Local CCP ,"DEAN HEALTH PLAN, INC. ","Dean Advantage, Prevea360 Medicare Advantage ",Medica Holding Company ,No ,100,0,5,4.5,5
H9104 ,Local CCP ,SCAN HEALTH PLAN ,SCAN Health Plan ,SCAN Group ,Yes ,100,0,Not enough data available ,Not enough data available ,Not enough data available
H9147 ,Local CCP ,BLUE CROSS AND BLUE SHIELD OF NC SENIOR HEALTH ,Blue Cross and Blue Shield of North Carolina ,Blue Cross and Blue Shield of North Carolina ,Yes ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H9153 ,Local CCP ,"WEST VIRGINIA SENIOR ADVANTAGE, INC. ",West Virginia Senior Advantage ,"Stonerise Senior Advantage Holdings, LLC ",Yes ,100,0,Not enough data available ,5,Not enough data available
H9191 ,Local CCP ,"PROVIDER PARTNERS HEALTH PLAN OF MISSOURI, INC. ",Provider Partners Health Plans ,"Rifkin Managed Care Holding, LLC ",Yes ,0,0,4,4.5,4
H9207 ,Local CCP ,"HEALTH PARTNERS PLANS, INC. ",Health Partners Medicare ,Thomas Jefferson University ,Yes ,100,0,4.5,4,4
H9219 ,Local CCP ,"AMH HEALTH PLANS OF MAINE, INC. ",AMH Health ,"Elevance Health, Inc. ",No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H9231 ,Local CCP ,DEVOTED HEALTH INSURANCE COMPANY OF TENNESSEE INC ,Devoted Health ,"Devoted Health, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9239 ,Demo ,UNITEDHEALTHCARE INSURANCE COMPANY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,0,0,Not Applicable ,Plan too new to be measured ,Plan too new to be measured
H9258 ,Local CCP ,"WELLCARE HEALTH PLANS OF RHODE ISLAND, INC. ",Wellcare ,Centene Corporation ,No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H9276 ,Local CCP ,"SUNSHINE HEALTH COMMUNITY SOLUTIONS, INC. ",Allwell ,Centene Corporation ,No ,100,0,Not enough data available ,Not enough data available ,Not enough data available
H9302 ,Local CCP ,PREMERA BLUE CROSS ,Premera Blue Cross Medicare Advantage ,Premera ,No ,100,0,3,3.5,3
H9306 ,Local CCP ,"ALTERWOOD ADVANTAGE, INC. ",Alterwood Advantage ,"Alterwood Health, Inc. ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9335 ,Local CCP ,"WELLCARE HEALTH PLANS OF MISSOURI, INC. ",Wellcare ,Centene Corporation ,Yes ,0,0,Not enough data available ,2.5,Not enough data available
H9357 ,Local CCP ,CENTENE VENTURE INSURANCE COMPANY TEXAS ,Ascension Complete ,Centene Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9364 ,Local CCP ,"WELLCARE OF MAINE, INC. ",Wellcare ,Centene Corporation ,Yes ,100,0,3,3.5,3.5
H9387 ,Local CCP ,"SUNFLOWER STATE HEALTH PLAN, INC. ",Wellcare by Allwell ,Centene Corporation ,Yes ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H9403 ,Local CCP ,"CLEAR SPRING HEALTH (SC), INC. ",Clear Spring Health ,Group 1001 ,Yes ,100,0,Not enough data available ,Not enough data available ,Not enough data available
H9412 ,Local CCP ,"GEISINGER QUALITY OPTIONS, INC. ",Geisinger Gold ,Geisinger Health ,No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H9414 ,Local CCP ,"Commonwealth Care Alliance Massachusetts, LLC. ",Commonwealth Care Alliance Massachusetts ,"Commonwealth Care Alliance, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9428 ,Local CCP ,"WELLCARE HEALTH INSURANCE OF TENNESSEE, INC. ",Wellcare ,Centene Corporation ,No ,100,0,Not enough data available ,2,Not enough data available
H9431 ,Local CCP ,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY ,Aetna Medicare ,CVS Health Corporation ,No ,100,0,3.5,3,3
H9455 ,Local CCP ,"HEALTH CHOICE UTAH, INC. ",Health Choice Generations Utah ,University of Utah ,Yes ,100,0,Not enough data available ,4.5,Not enough data available
H9460 ,Local CCP ,"CIGNA HEALTHCARE OF ST LOUIS, INC. ",Cigna ,CIGNA ,No ,100,0,3,3,3
H9469 ,Local CCP ,UNICARE LIFE AND HEALTH INSURANCE COMPANY ,Simply Healthcare ,"Elevance Health, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9485 ,Local CCP ,ALLWAYS HEALTH PARTNERS INC ,Mass General Brigham Health Plan ,Mass General Brigham Incorporated ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9489 ,Local CCP ,"VERMONT BLUE ADVANTAGE, INC. ",Vermont Blue Advantage ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H9525 ,Local CCP ,COMPCARE HEALTH SERVICES INSURANCE CORPORATION ,Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",Yes ,100,0,3.5,3,3.5
H9572 ,Local CCP ,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY ,Blue Cross Blue Shield of Michigan ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,No ,100,0,4.5,4.5,4.5
H9576 ,Demo ,NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND ,NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND ,NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND ,No ,100,0,Not Applicable ,Not enough data available ,Not enough data available
H9585 ,Local CCP ,"BOSTON MEDICAL CENTER HEALTH PLAN, INC. ",WellSense Health Plan ,"BMC Health System, Inc. ",Yes ,100,0,4,3.5,4
H9589 ,Local CCP ,"CLEAR SPRING HEALTH (GA), INC. ",Clear Spring Health ,Group 1001 ,No ,100,0,Not enough data available ,Not enough data available ,Not enough data available
H9590 ,Local CCP ,"LONGEVITY HEALTH PLAN OF ILLINOIS, INC. ",Longevity Health ,"Longevity Health Founders, LLC ",Yes ,100,0,Not enough data available ,3,Not enough data available
H9614 ,Local CCP ,"ALIGNMENT HEALTH INSURANCE COMPANY OF ARIZONA, INC ",Alignment Health Plan ,"Alignment Healthcare USA, LLC ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9615 ,Local CCP ,"MVP HEALTH PLAN, INC. ",MVP HEALTH CARE ,"MVP Health Care, Inc. ",No ,100,15,4,4,4
H9630 ,Local CCP ,"ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC ",Wellcare by Allwell ,Centene Corporation ,Yes ,100,0,3.5,3.5,3.5
H9662 ,Local CCP ,"CIGNA HEALTHCARE OF CALIFORNIA, INC. ",Cigna ,CIGNA ,No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H9678 ,Local CCP ,"HEALTHFIRST INSURANCE COMPANY, INC. ",Healthfirst Medicare Plan ,"Healthfirst, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9686 ,Local CCP ,"ALIGNMENT HEALTH PLAN OF NEVADA, INC. ",Alignment Health Plan ,"Alignment Healthcare USA, LLC ",Yes ,0,0,3.5,4,3.5
H9699 ,Local CCP ,"HMO PARTNERS, INC. ",Health Advantage ,"HMO Partners, Inc. ",No ,100,0,3,3,3
H9706 ,Local CCP ,HCSC INSURANCE SERVICES COMPANY ,Blue Cross and Blue Shield of Texas ,Health Care Service Corporation ,Yes ,100,100,3,3,3
H9712 ,Demo ,"HAP EMPOWERED HEALTH PLAN, INC. ",HAP Empowered MI Health Link ,Henry Ford Health System ,No ,100,0,Not Applicable ,Not enough data available ,Not enough data available
H9725 ,Local CCP ,"CIGNA HEALTHCARE OF NORTH CAROLINA, INC. ",Cigna ,CIGNA ,Yes ,100,0,4,3,4
H9730 ,Local CCP ,"WELLCARE HEALTH INSURANCE COMPANY OF KENTUCKY, INC ",Wellcare ,Centene Corporation ,Yes ,100,0,3.5,3,3.5
H9761 ,Local CCP ,"WELLCARE HEALTH PLANS OF MASSACHUSETTS, INC. ",Wellcare ,Centene Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9763 ,Local CCP ,"OCHSNER HEALTH PLAN, INC. ",Ochsner Health Plan ,Ochsner Clinic Foundation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9808 ,Local CCP ,CARE N' CARE INSURANCE COMPANY OF NORTH CAROLINA ,CARE N'' CARE INSURANCE COMPANY OF NORTH CAROLINA ,Moses H. Cone Memorial Hospital Corp. ,No ,100,0,5,4,5
H9811 ,Local CCP ,"MAGNOLIA HEALTH PLAN, INC. ",Wellcare by Allwell ,Centene Corporation ,Yes ,100,61,3,3.5,3
H9826 ,Local CCP ,"COMMUNITY HEALTH CHOICE TEXAS, INC. ",Community Health Choice ,Harris County Hospital District ,Yes ,100,100,Not enough data available ,Not enough data available ,Not enough data available
H9827 ,Local CCP ,"MOUNT CARMEL HEALTH PLAN OF NEW YORK, INC. ",MediGold ,Trinity Health Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9828 ,Local CCP ,"APEX HEALTH, INC. ",ApexHealth ,"J.B. Cotton & Company, LLC ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9834 ,Local CCP ,QUARTZ HEALTH PLAN MN CORPORATION ,Quartz Medicare Advantage ,University of Wisconsin Hospitals and Clincs Autho ,No ,100,0,5,4.5,5
H9861 ,Local CCP ,"CCA HEALTH MICHIGAN, INC. ",CCA Health Michigan ,"Commonwealth Care Alliance, Inc. ",Yes ,100,0,Not enough data available ,2.5,Not enough data available
H9869 ,Demo ,"PARTNERS HEALTH PLAN, INC. ",Partners Health Plan ,"PHSI, Inc. ",No ,100,75,Not Applicable ,Not enough data available ,Not enough data available
H9876 ,Local CCP ,"Commonwealth Care Alliance Rhode Island, LLC ",CCA Health Rhode Island ,"Commonwealth Care Alliance, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9877 ,Local CCP ,"VIRGINIA PREMIER HEALTH PLAN, INC. ",Virginia Premier ,Sentara Health Care (SHC) ,Yes ,100,0,3.5,3.5,3.5
H9884 ,Local CCP ,DEVOTED HEALTH INSURANCE COMPANY ,Devoted Health ,"Devoted Health, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9888 ,Local CCP ,DEVOTED HEALTH INSURANCE COMPANY OF ALABAMA INC ,Devoted Health ,"Devoted Health, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9900 ,Local CCP ,"WELLCARE OF OKLAHOMA, INC. ",Wellcare ,Centene Corporation ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9904 ,Local CCP ,"CENTRAL MASS HEALTH, LLC ",Mass Advantage ,Central Mass Health Holding LLC ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9907 ,Local CCP ,TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION ,Tufts Health Plan ,"Point32Health, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9909 ,Local CCP ,"AMERICAN HEALTH PLAN OF MS, INC. ",American Health Advantage of MS ,Mitchell Family Office ,Yes ,0,30,Not enough data available ,3,Not enough data available
H9917 ,Local CCP ,"ALIGN SENIOR CARE FLORIDA, INC. ",Align Senior Care ,"Innovative Long Term Care Management, Inc. ",Yes ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H9940 ,Local CCP ,LONGEVITY HEALTH PLAN OF MASSACHUSETTS INC ,Longevity Health Plan of Massachusetts ,"Longevity Health Founders, LLC ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9942 ,Local CCP ,LONGEVITY HEALTH PLAN OF NEW JERSEY INSURANCE COMP ,Longevity Health Plan ,"Longevity Health Founders, LLC ",Yes ,100,58,Not enough data available ,3.5,Not enough data available
H9943 ,Local CCP ,ALIGNMENT HEALTH PLAN OF FLORIDA INC ,Alignment Health Plan ,"Alignment Healthcare USA, LLC ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9952 ,Local CCP ,MEDICA HEALTH PLANS ,Medica ,Medica Holding Company ,Yes ,100,0,3,3,3
H9955 ,Local CCP ,"MOLINA HEALTHCARE OF OHIO, INC. ",Molina Healthcare of Ohio ,"Molina Healthcare, Inc., ",Yes ,0,0,3,3,3
H9976 ,Local CCP ,"WESTERN SKY COMMUNITY CARE, INC. ",Wellcare by Allwell ,Centene Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H9986 ,Local CCP ,"HPMP OF FLORIDA, INC. ",Florida Complete Care ,"Independent Living Systems, LLC ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
R0110 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,100,30,4.5,4,4
R0759 ,Regional CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",Yes ,100,0,3.5,3,3.5
R0865 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,100,0,4.5,4,4.5
